phase,exposure_condition,batch_index,batch_size,start_example_index,end_example_index,elapsed_ms,gpu_synchronized_elapsed_ms
adapter_forward,1x,372,16,5952,5967,241.5580420056358,238.50947502069175
adapter_forward,1x,373,16,5968,5983,241.69767199782655,238.69897401891649
adapter_forward,1x,374,16,5984,5999,241.78304098313674,238.68548398604617
adapter_forward,1x,375,16,6000,6015,241.59294203855097,238.58767497586086
adapter_forward,1x,376,16,6016,6031,237.42205300368369,234.51489600120112
adapter_forward,1x,377,16,6032,6047,241.62566201994196,238.56986500322819
adapter_forward,1x,378,16,6048,6063,241.63441103883088,238.66345401620492
adapter_forward,1x,379,16,6064,6079,241.64956202730536,238.6834139470011
adapter_forward,1x,380,16,6080,6095,241.574012034107,238.53441601386294
adapter_forward,1x,381,16,6096,6111,241.5804120246321,238.60222497023642
